player_id,first_name,last_name,name,date_of_birth,position,foot,height_in_cm,contract_expiration_date,agent_name,country_of_birth,country_of_citizenship
26764,Bacary,Sagna,Bacary Sagna,1983-02-14,Defender,right,176.0,,nan,France,France
26771,Jan,Holenda,Jan Holenda,1985-08-22,Attack,right,186.0,,nan,CSSR,Czech Republic
26774,Atle Roar,Haland,Atle Roar Haland,1977-07-26,Defender,right,187.0,,nan,nan,Norway
26797,Julien,Gorius,Julien Gorius,1985-03-17,Midfield,right,183.0,,Eleven Management,France,France
26801,Hernán,Pellerano,Hernán Pellerano,1984-06-04,Defender,right,183.0,2023-12-31,DE 9 FÚTBOL,Argentina,Argentina
26802,Asamoah,Gyan,Asamoah Gyan,1985-11-22,Attack,right,180.0,,nan,Ghana,Ghana
26815,Georgios,Paraskevaidis,Georgios Paraskevaidis,1982-10-09,Defender,right,178.0,,nan,Greece,Greece
26876,Mirnes,Sisic,Mirnes Sisic,1981-08-08,Attack,right,191.0,,nan,Jugoslawien (SFR),Slovenia
26878,Tobias,Werner,Tobias Werner,1985-07-19,Attack,left,174.0,,nan,East Germany (GDR),Germany
26898,Roman,Bednar,Roman Bednar,1983-03-26,Attack,right,188.0,,nan,CSSR,Czech Republic
26934,David,Bicik,David Bicik,1981-06-04,Goalkeeper,right,193.0,,MARTIN RIHA,CSSR,Czech Republic
26936,Tomas,Sivok,Tomas Sivok,1983-09-15,Defender,right,185.0,,ESAM,CSSR,Czech Republic
26946,Robert,Koren,Robert Koren,1980-09-20,Midfield,right,176.0,,nan,Jugoslawien (SFR),Slovenia
26980,Jovan,Kostovski,Jovan Kostovski,1987-04-19,Attack,right,188.0,,nan,Jugoslawien (SFR),North Macedonia
27017,Dmitriy,Khomich,Dmitriy Khomich,1984-10-04,Goalkeeper,right,190.0,,ProStar,UdSSR,Russia
27019,Vladimir,Korytko,Vladimir Korytko,1979-07-06,Midfield,right,180.0,,nan,UdSSR,Belarus
27053,Conrad,Logan,Conrad Logan,1986-04-18,Goalkeeper,right,188.0,,nan,Ireland,Ireland
27108,Konstantinos,Makridis,Konstantinos Makridis,1982-01-13,Midfield,right,169.0,,nan,Cyprus,Cyprus
27114,Younès,Kaboul,Younès Kaboul,1986-01-04,Defender,right,192.0,,On Fire,France,France
27116,Benjamin,Psaume,Benjamin Psaume,1985-01-12,Attack,right,170.0,,nan,France,France
27126,Igor,Bazhan,Igor Bazhan,1981-12-02,Goalkeeper,right,187.0,,nan,UdSSR,Ukraine
27135,nan,Piojo,Piojo,1985-06-07,Attack,right,184.0,,nan,Argentina,Argentina
27138,Amit,Quluzade,Amit Quluzade,1992-11-20,Midfield,right,177.0,,AMiRu Sport,Azerbaijan,Azerbaijan
27151,Pavlo,Ivanov,Pavlo Ivanov,1984-09-28,Defender,left,181.0,,nan,UdSSR,Ukraine
27172,Pavlo,Kutas,Pavlo Kutas,1982-09-03,Defender,right,174.0,,nan,nan,Ukraine
27178,Rúben,Fernandes,Rúben Fernandes,1986-05-06,Defender,right,187.0,2025-06-30,nan,Portugal,Portugal
27193,Sergey,Omeljanchuk,Sergey Omeljanchuk,1980-08-08,Defender,right,178.0,,nan,UdSSR,Belarus
27234,Branimir,Petrovic,Branimir Petrovic,1982-06-26,Midfield,right,180.0,,nan,Jugoslawien (SFR),Serbia
27236,Nemanja,Rnic,Nemanja Rnic,1984-09-30,Defender,right,179.0,,nan,Jugoslawien (SFR),Serbia
27239,Simon,Vukcevic,Simon Vukcevic,1986-01-29,Attack,left,180.0,,nan,Jugoslawien (SFR),Montenegro
27244,Ilias,Charalampous,Ilias Charalampous,1980-09-25,Defender,left,182.0,,nan,South Africa,Cyprus
27245,nan,Jajá,Jajá,1986-02-28,Attack,left,190.0,,GBM Sports Group.bv ,Brazil,Brazil
27292,Daniel,Larsson,Daniel Larsson,1987-01-25,Attack,right,175.0,,nan,Sweden,Sweden
27300,nan,Rolando,Rolando,1985-08-31,Defender,right,189.0,,Perez Ferrero,Cape Verde,Portugal
27303,nan,Gerson Magrão,Gerson Magrão,1985-06-13,Midfield,left,181.0,,GP Sports,Brazil,Brazil
27304,Gianni,Zuiverloon,Gianni Zuiverloon,1986-12-30,Defender,right,178.0,,THE MANAGER,Netherlands,Netherlands
27305,Mathieu,Bodmer,Mathieu Bodmer,1982-11-22,Midfield,right,190.0,,nan,France,France
27306,Mathieu,Debuchy,Mathieu Debuchy,1985-07-28,Defender,right,177.0,2023-06-30,nan,France,France
27307,Nicolas,Fauvergue,Nicolas Fauvergue,1984-10-13,Attack,right,193.0,,USM GROUP ,France,France
27346,nan,Marcelo Boeck,Marcelo Boeck,1984-11-28,Goalkeeper,right,191.0,,nan,Brazil,Brazil
27349,nan,Muriel,Muriel,1987-02-14,Goalkeeper,left,189.0,2024-05-31,nan,Brazil,Brazil
27368,Marcelo,Labarthe,Marcelo Labarthe,1984-08-12,Midfield,right,174.0,,Championsdek S.A.,Brazil,Brazil
27369,nan,João Guilherme,João Guilherme,1986-04-21,Defender,right,184.0,,nan,Brazil,Brazil
27374,nan,Sidnei,Sidnei,1989-08-23,Defender,right,184.0,2023-06-30,YOU FIRST,Brazil,Brazil
27378,Cleiton,Xavier,Cleiton Xavier,1983-03-23,Midfield,both,179.0,,nan,Brazil,Brazil
27389,Kévin,Gameiro,Kévin Gameiro,1987-05-09,Attack,right,172.0,,Team Spirit Football,France,France
27390,Florent,Ghisolfi,Florent Ghisolfi,1985-02-28,Midfield,right,175.0,,nan,France,France
27394,Alex,Song,Alex Song,1987-09-09,Midfield,right,185.0,,Darren Dein,Cameroon,Cameroon
27448,Marcos,Angeleri,Marcos Angeleri,1983-04-07,Defender,right,183.0,,nan,Argentina,Argentina
27453,Diego,Colotto,Diego Colotto,1981-03-10,Defender,right,184.0,,nan,Argentina,Argentina
27470,Stéphane,Mbia,Stéphane Mbia,1986-05-20,Midfield,right,189.0,,PSC,Cameroon,Cameroon
27471,Diego,Capel,Diego Capel,1988-02-16,Attack,left,173.0,,nan,Spain,Spain
27486,Kiko,Casilla,Kiko Casilla,1986-10-02,Goalkeeper,right,190.0,,CONTROL ORIENTADO,Spain,Spain
27487,Francisco,Molinero,Francisco Molinero,1985-07-26,Defender,right,177.0,,nan,Spain,Spain
27488,Braulio,Nóbrega,Braulio Nóbrega,1985-09-18,Attack,right,178.0,,nan,Spain,Spain
27490,Jean-Louis,Leca,Jean-Louis Leca,1985-09-21,Goalkeeper,right,180.0,,Soccer Connect,France,France
27491,Otman,Bakkal,Otman Bakkal,1985-02-27,Midfield,right,183.0,,nan,Netherlands,Netherlands
27493,Iván,Cuéllar,Iván Cuéllar,1984-05-27,Goalkeeper,left,187.0,2025-06-30,MESAS SPORT,Spain,Spain
27494,Georgios,Zisopoulos,Georgios Zisopoulos,1984-05-23,Midfield,right,182.0,,ES SPORT,Greece,Greece
27505,Markus,Rosenberg,Markus Rosenberg,1982-09-27,Attack,nan,,,MD Management,Sweden,Sweden
27510,Lee,Croft,Lee Croft,1985-06-21,Midfield,right,177.0,,SEM Group plc.,England,England
27511,Gary,Cahill,Gary Cahill,1985-12-19,Defender,right,193.0,,nan,England,England
27539,Vanja,Ivesa,Vanja Ivesa,1977-07-21,Goalkeeper,left,205.0,,nan,Jugoslawien (SFR),Croatia
27554,Manuel,Pamic,Manuel Pamic,1986-08-20,Defender,both,177.0,,nan,Jugoslawien (SFR),Croatia
27565,Marin,Skender,Marin Skender,1979-08-12,Goalkeeper,nan,188.0,,nan,Jugoslawien (SFR),Croatia
27577,Clint,Dempsey,Clint Dempsey,1983-03-09,Attack,right,185.0,,YMU Management Ltd.,United States,United States
27581,Stefanos,Siontis,Stefanos Siontis,1987-09-04,Midfield,right,180.0,2023-06-30,BG Agency,Greece,Greece
27583,Markos,Vellidis,Markos Vellidis,1987-04-04,Goalkeeper,right,185.0,2024-06-30,nan,Greece,Greece
27592,Lefteris,Mappas,Lefteris Mappas,1982-07-29,Goalkeeper,left,188.0,,nan,Greece,Greece
27611,Stephan,Schröck,Stephan Schröck,1986-08-21,Midfield,right,170.0,,nan,Germany,Philippines
27612,Jeppe,Curth,Jeppe Curth,1984-03-21,Attack,right,178.0,,nan,Denmark,Denmark
27613,Theodoros,Tripotseris,Theodoros Tripotseris,1986-03-04,Defender,right,187.0,,W11/SF Network,Greece,Greece
27614,James,Morrison,James Morrison,1986-05-25,Midfield,right,183.0,,nan,England,Scotland
27644,Morten,Moldskred,Morten Moldskred,1980-06-13,Attack,right,176.0,,nan,Norway,Norway
27659,Martin,Cranie,Martin Cranie,1986-09-26,Defender,right,183.0,,Unique Sports Group,England,England
27661,Lisandro,López,Lisandro López,1983-03-02,Attack,right,174.0,2023-12-31,nan,Argentina,Argentina
27667,nan,Vitolo,Vitolo,1983-09-09,Midfield,right,168.0,2023-06-30,nan,Spain,Spain
27683,Jesús,Vázquez,Jesús Vázquez,1980-01-18,Midfield,right,183.0,,nan,Spain,Spain
27700,Keith,Watson,Keith Watson,1989-11-14,Defender,right,185.0,2024-05-31,nan,Scotland,Scotland
27706,Mikhail,Kerzhakov,Mikhail Kerzhakov,1987-01-28,Goalkeeper,right,190.0,2025-06-30,prosm,UdSSR,Russia
27729,Robert,Cullen,Robert Cullen,1985-06-07,Attack,right,180.0,,Japan at UK limited,Japan,Japan
27800,Atsuto,Uchida,Atsuto Uchida,1988-03-27,Defender,right,176.0,,nan,Japan,Japan
27805,Eljero,Elia,Eljero Elia,1987-02-13,Attack,right,176.0,,Key United,Netherlands,Netherlands
27807,Daniele,Padelli,Daniele Padelli,1985-10-25,Goalkeeper,right,191.0,2025-06-30,Mondial,Italy,Italy
27811,Gerard,Aafjes,Gerard Aafjes,1985-01-27,Defender,right,182.0,,nan,Netherlands,Netherlands
27861,Senijad,Ibricic,Senijad Ibricic,1985-09-26,Midfield,right,181.0,,nan,Jugoslawien (SFR),Bosnia-Herzegovina
27862,Kristijan,Ipsa,Kristijan Ipsa,1986-04-04,Defender,nan,,,Elite Soccer Sarl,Jugoslawien (SFR),Croatia
27900,Mensur,Mujdza,Mensur Mujdza,1984-03-28,Defender,right,185.0,,nan,Jugoslawien (SFR),Bosnia-Herzegovina
27920,Velimir,Radman,Velimir Radman,1983-05-28,Goalkeeper,right,187.0,,nan,Jugoslawien (SFR),Croatia
27924,Antonio,Rukavina,Antonio Rukavina,1984-01-26,Defender,right,177.0,,NSTM,Jugoslawien (SFR),Serbia
27941,Danijel,Subasic,Danijel Subasic,1984-10-27,Goalkeeper,right,191.0,2023-05-31,TTMA,Jugoslawien (SFR),Croatia
27954,Ognjen,Vukojevic,Ognjen Vukojevic,1983-12-20,Midfield,right,186.0,,ASA,Jugoslawien (SFR),Croatia
27969,Jay,Emmanuel-Thomas,Jay Emmanuel-Thomas,1990-12-27,Midfield,left,191.0,2023-05-31,LKI,England,England
27980,David,Raven,David Raven,1985-03-10,Defender,right,183.0,,nan,England,England
27986,Tomislav,Dujmovic,Tomislav Dujmovic,1981-02-26,Midfield,right,188.0,,nan,Jugoslawien (SFR),Croatia
27992,Luka,Modric,Luka Modric,1985-09-09,Midfield,right,172.0,2025-06-30,Universal Twenty Two,Jugoslawien (SFR),Croatia
28002,Damià,Abella,Damià Abella,1982-04-15,Defender,both,188.0,,nan,Spain,Spain
28003,Lionel,Messi,Lionel Messi,1987-06-24,Attack,left,170.0,,nan,Argentina,Argentina
28004,nan,Javito,Javito,1983-11-04,Attack,right,175.0,2023-06-30,nan,Spain,Spain
28005,Joan,Verdú,Joan Verdú,1983-05-05,Midfield,right,172.0,,nan,Spain,Spain
28007,Luca,Anania,Luca Anania,1980-06-21,Goalkeeper,right,190.0,,nan,Italy,Italy
28020,Massimo,Gobbi,Massimo Gobbi,1980-10-31,Defender,left,183.0,,nan,Italy,Italy
28021,Samir,Handanovic,Samir Handanovic,1984-07-14,Goalkeeper,right,193.0,,LIAN Sports Group,nan,nan
28022,Alessandro,Lucarelli,Alessandro Lucarelli,1977-07-22,Defender,left,182.0,,nan,Italy,Italy
28023,Luca,Mazzoni,Luca Mazzoni,1984-03-29,Goalkeeper,right,191.0,,nan,Italy,Italy
28026,Massimo,Paci,Massimo Paci,1978-05-09,Defender,right,188.0,,nan,Italy,Italy
28027,Nicola,Pavarini,Nicola Pavarini,1974-02-24,Goalkeeper,right,190.0,,Assist,Italy,Italy
28031,Marco,Zambelli,Marco Zambelli,1985-08-22,Defender,right,180.0,,Goodjohn Srl,Italy,Italy
28037,Pa Saikou,Kujabi,Pa Saikou Kujabi,1986-12-10,Defender,nan,,,nan,The Gambia,The Gambia
28124,Vjekoslav,Tomic,Vjekoslav Tomic,1983-07-19,Goalkeeper,right,190.0,,nan,Jugoslawien (SFR),Croatia
28140,Max,Gradel,Max Gradel,1987-11-30,Attack,right,175.0,2025-06-30,nan,Cote d'Ivoire,Cote d'Ivoire
28163,Francisco,Rodríguez,Francisco Rodríguez,1981-10-20,Defender,nan,,,nan,Mexico,Mexico
28171,nan,Chory Castro,Chory Castro,1984-09-14,Attack,left,178.0,2023-12-31,Faro Sports,Uruguay,Uruguay
28179,Mladen,Bartulovic,Mladen Bartulovic,1986-10-05,Midfield,left,184.0,,ProStar,Jugoslawien (SFR),Croatia
28186,Jan,Lastuvka,Jan Lastuvka,1982-07-07,Goalkeeper,right,189.0,2023-06-30,nan,CSSR,Czech Republic
28245,Kenwyne,Jones,Kenwyne Jones,1984-10-05,Attack,right,187.0,,nan,Trinidad and Tobago,Trinidad and Tobago
28252,Alban,Meha,Alban Meha,1986-04-26,Midfield,both,174.0,2023-06-30,nan,Jugoslawien (SFR),Kosovo
28260,Álvaro,Arbeloa,Álvaro Arbeloa,1983-01-17,Defender,right,184.0,,nan,Spain,Spain
28261,José Manuel,Jurado,José Manuel Jurado,1986-06-29,Midfield,right,176.0,,Promoesport,Spain,Spain
28283,Emrah,Eren,Emrah Eren,1978-11-13,Defender,both,175.0,,Haluk Canatar,Turkey,Turkey
28285,Dani,Pacheco,Dani Pacheco,1991-01-05,Midfield,both,168.0,2024-06-30,Bahía Internacional,Spain,Spain
28289,Filipe,da Costa,Filipe da Costa,1984-08-30,Attack,left,181.0,,nan,Portugal,Portugal
28306,Gennaro,Bracigliano,Gennaro Bracigliano,1980-03-01,Goalkeeper,right,183.0,,nan,France,France
28307,Jonathan,Brison,Jonathan Brison,1983-02-07,Defender,left,179.0,,nan,France,France
28318,Pape,Diakhaté,Pape Diakhaté,1984-06-21,Defender,right,182.0,,nan,Senegal,Senegal
28328,Julien,Féret,Julien Féret,1982-07-05,Midfield,right,187.0,,nan,France,France
28335,Christophe,Jallet,Christophe Jallet,1983-10-31,Defender,right,178.0,,Léandre Chouya,France,France
28336,Mile,Jedinak,Mile Jedinak,1984-08-03,Midfield,right,187.0,,nan,Australia,Australia
28347,Jérémy,Sapina,Jérémy Sapina,1985-02-01,Defender,right,187.0,,nan,France,France
28348,Olivier,Sorin,Olivier Sorin,1981-04-16,Goalkeeper,right,188.0,,nan,France,France
28356,Denis,Petric,Denis Petric,1988-05-24,Goalkeeper,right,186.0,2025-06-30,nan,Jugoslawien (SFR),Slovenia
28393,Andraz,Kirm,Andraz Kirm,1984-09-06,Midfield,right,183.0,,nan,Jugoslawien (SFR),Slovenia
28396,Edin,Dzeko,Edin Dzeko,1986-03-17,Attack,right,193.0,2025-06-30,World Soccer Agency,Jugoslawien (SFR),Bosnia-Herzegovina
28436,Ajdin,Mahmutovic,Ajdin Mahmutovic,1986-04-06,Attack,right,180.0,,nan,Jugoslawien (SFR),Bosnia-Herzegovina
28456,Boris,Pandza,Boris Pandza,1986-12-15,Defender,right,186.0,2024-06-30,nan,Jugoslawien (SFR),Bosnia-Herzegovina
28463,nan,Shikabala,Shikabala,1986-03-05,Attack,left,183.0,2023-06-30,nan,Egypt,Egypt
28481,Avdija,Vrsajevic,Avdija Vrsajevic,1986-03-06,Defender,right,182.0,2023-05-31,nan,Jugoslawien (SFR),Bosnia-Herzegovina
28490,Diego,León,Diego León,1984-01-16,Midfield,nan,,,nan,Spain,Spain
28511,David,Gigliotti,David Gigliotti,1985-05-30,Attack,right,178.0,,nan,France,France
28594,Sasa,Kajkut,Sasa Kajkut,1984-07-07,Attack,right,188.0,,nan,Jugoslawien (SFR),Bosnia-Herzegovina
28643,nan,Romeu,Romeu,1985-02-13,Midfield,both,179.0,,Brasil4you,Brazil,Brazil
28683,Gojko,Kacar,Gojko Kacar,1987-01-26,Midfield,nan,,,nan,Jugoslawien (SFR),Serbia
28698,Milan,Stepanov,Milan Stepanov,1983-04-02,Defender,right,190.0,,nan,Jugoslawien (SFR),Serbia
28705,Dusan,Veskovac,Dusan Veskovac,1986-03-16,Defender,right,187.0,,nan,Jugoslawien (SFR),Serbia
28716,Adi,Adilovic,Adi Adilovic,1983-02-20,Goalkeeper,right,188.0,,nan,Jugoslawien (SFR),Bosnia-Herzegovina
28719,Sanel,Jahic,Sanel Jahic,1981-12-10,Defender,right,185.0,,nan,France,Bosnia-Herzegovina
28728,Colin,Doyle,Colin Doyle,1985-06-12,Goalkeeper,right,196.0,2023-06-30,Gary Porter,Ireland,Ireland
28753,Juan Pablo,Caffa,Juan Pablo Caffa,1984-09-30,Midfield,left,184.0,,ProSoccer24,Argentina,Argentina
28775,Stanislav,Sestak,Stanislav Sestak,1982-12-16,Attack,right,179.0,,nan,CSSR,Slovakia
28800,Lewis,Guy,Lewis Guy,1985-08-22,Attack,right,175.0,,nan,England,England
28801,Peter,Ramage,Peter Ramage,1983-11-22,Defender,right,185.0,,nan,England,England
28809,Willo,Flood,Willo Flood,1985-04-10,Midfield,right,168.0,,nan,Ireland,Ireland
28810,Nedum,Onuoha,Nedum Onuoha,1986-11-12,Defender,right,183.0,,nan,Nigeria,England
28815,Jan,Wuytens,Jan Wuytens,1985-06-09,Defender,left,189.0,,nan,Belgium,Belgium
28817,Gabriele,Perico,Gabriele Perico,1984-03-11,Defender,right,183.0,,nan,Italy,Italy
28818,Luca,Belingheri,Luca Belingheri,1983-04-06,Midfield,right,182.0,,nan,Italy,Italy
28827,Alessandro,Gazzi,Alessandro Gazzi,1983-01-28,Midfield,left,184.0,,nan,Italy,Italy
28828,Gabriele,Aldegani,Gabriele Aldegani,1976-05-10,Goalkeeper,right,195.0,,Assist,Italy,Italy
28833,Andrea,Coda,Andrea Coda,1985-04-25,Defender,right,188.0,,Reset Group Srl,Italy,Italy
28841,Davide,Moro,Davide Moro,1982-01-02,Midfield,right,176.0,,nan,Italy,Italy
28845,Andrea,Raggi,Andrea Raggi,1984-06-24,Defender,right,187.0,,TSA,Italy,Italy
28850,Benjamin,Onwuachi,Benjamin Onwuachi,1984-04-09,Attack,right,171.0,,sports-deal,Nigeria,Nigeria
28851,Manuel,Coppola,Manuel Coppola,1982-05-11,Midfield,right,172.0,,nan,Italy,Italy
28855,Raffaele,Palladino,Raffaele Palladino,1984-04-17,Attack,right,182.0,,Gr Sports,Italy,Italy
28862,Michael,Agazzi,Michael Agazzi,1984-07-03,Goalkeeper,right,191.0,,Patrick Bastianelli,Italy,Italy
28868,Tiberio,Guarente,Tiberio Guarente,1985-11-01,Midfield,left,182.0,,nan,Italy,Italy
28878,Ryan,Nelsen,Ryan Nelsen,1977-10-18,Defender,right,185.0,,nan,New Zealand,New Zealand
28890,Tomislav,Mikulic,Tomislav Mikulic,1982-01-04,Defender,left,187.0,,nan,Jugoslawien (SFR),Croatia
28891,nan,Cícero,Cícero,1986-05-08,Attack,both,189.0,2023-06-30,nan,Portugal,Guinea-Bissau
28922,Taye,Taiwo,Taye Taiwo,1985-04-16,Defender,left,182.0,,nan,Nigeria,Nigeria
28935,Paolo,Dellafiore,Paolo Dellafiore,1985-02-02,Defender,right,186.0,,Filippo Cavadini,Argentina,Italy
28936,Riccardo,Meggiorini,Riccardo Meggiorini,1985-09-04,Attack,left,182.0,,nan,Italy,Italy
28937,Roman,Shishkin,Roman Shishkin,1987-01-27,Midfield,right,177.0,,nan,UdSSR,Russia
28947,Gonzalo,Castro,Gonzalo Castro,1987-06-11,Midfield,right,172.0,,Sports360 GmbH,Germany,Germany
28953,Liam,Fontaine,Liam Fontaine,1986-01-07,Defender,left,188.0,2023-05-31,nan,England,England
28964,Saulius,Mikoliunas,Saulius Mikoliunas,1984-05-02,Defender,both,179.0,2023-12-31,nan,UdSSR,Lithuania
28973,Steven,Davis,Steven Davis,1985-01-01,Midfield,right,172.0,,nan,Northern Ireland,Northern Ireland
28984,Sol,Bamba,Sol Bamba,1985-01-13,Defender,right,190.0,,Sport Cover,France,Cote d'Ivoire
28987,Roy,Contout,Roy Contout,1985-02-11,Attack,right,175.0,,nan,French Guiana,French Guiana
28990,Charlie,Adam,Charlie Adam,1985-12-10,Midfield,left,185.0,,BBC Management GmbH,Scotland,Scotland
28992,Eren,Aydin,Eren Aydin,1982-01-16,Defender,left,182.0,,nan,Turkey,Turkey
28997,Antonis,Georgallidis,Antonis Georgallidis,1982-01-30,Goalkeeper,right,192.0,,nan,Cyprus,Cyprus
29004,Gary,MacKenzie,Gary MacKenzie,1985-10-15,Defender,right,191.0,,Soccermanagement GB,Scotland,Scotland
29006,Ross,McCormack,Ross McCormack,1986-08-18,Attack,right,175.0,,StormSportsX,Scotland,Scotland
29007,Brian,McLean,Brian McLean,1985-02-28,Defender,right,188.0,,nan,Scotland,Northern Ireland
29016,Christopher,Samba,Christopher Samba,1984-03-28,Defender,nan,,,Lambert & Wiltgen,France,Congo
29023,Steven,Smith,Steven Smith,1985-08-30,Defender,left,178.0,,Soccermanagement GB,Scotland,Scotland
29035,nan,Ederson,Ederson,1986-01-13,Midfield,right,181.0,,nan,Brazil,Brazil
29038,Alexandros,Tsemperidis,Alexandros Tsemperidis,1986-07-26,Midfield,left,183.0,,nan,Greece,Greece
29039,Paulo,Machado,Paulo Machado,1986-03-31,Midfield,right,174.0,2023-06-30,nan,Portugal,Portugal
29051,Manolo,Reina,Manolo Reina,1985-04-01,Goalkeeper,right,186.0,2024-06-30,nan,Spain,Spain
29055,Jesús,Gámez,Jesús Gámez,1985-04-10,Defender,right,177.0,,nan,Spain,Spain
29056,César,Navas,César Navas,1980-02-14,Defender,right,197.0,,corner association,Spain,Spain
29061,Javier,Baraja,Javier Baraja,1980-08-24,Midfield,right,179.0,,nan,Spain,Spain
29065,Abel,Gómez,Abel Gómez,1982-02-20,Midfield,right,181.0,,YOU FIRST,Spain,Spain
29073,Fernando,Usero,Fernando Usero,1984-03-27,Midfield,right,178.0,,nan,Spain,Spain
29091,nan,Nenê,Nenê,1981-07-19,Midfield,left,181.0,2023-11-30,Gilvan Costa ,Brazil,Brazil
29104,Manolo,Martínez,Manolo Martínez,1980-06-15,Defender,right,183.0,,nan,Spain,Spain
29115,Igor,Angulo,Igor Angulo,1984-01-26,Attack,left,183.0,,B.O.Y. India,Spain,Spain
29122,Anthony,Annan,Anthony Annan,1986-07-21,Midfield,right,175.0,,nan,Ghana,Ghana
29124,Aritz,Aduriz,Aritz Aduriz,1981-02-11,Attack,right,181.0,,nan,Spain,Spain
29152,Danny,Graham,Danny Graham,1985-08-12,Attack,right,183.0,,Unique Sports Group,England,England
29158,Andrew,Taylor,Andrew Taylor,1986-08-01,Defender,left,178.0,,nan,England,England
29159,Ross,Turnbull,Ross Turnbull,1985-01-04,Goalkeeper,right,193.0,,nan,England,England
29170,Javier,Camuñas,Javier Camuñas,1980-07-17,Attack,right,172.0,,nan,Spain,Spain
29178,nan,Nino,Nino,1980-06-10,Attack,right,169.0,,nan,Spain,Spain
29187,Pedro,Ríos,Pedro Ríos,1981-12-12,Attack,right,175.0,,nan,Spain,Spain
29193,Rubén,Suárez,Rubén Suárez,1979-02-19,Attack,left,168.0,,nan,Spain,Spain
29208,Davide,Succi,Davide Succi,1981-10-11,Attack,right,182.0,,nan,Italy,Italy
29213,Andreas,Granqvist,Andreas Granqvist,1985-04-16,Defender,right,192.0,,MD Management,Sweden,Sweden
29220,Dorge,Kouemaha,Dorge Kouemaha,1983-06-28,Attack,both,184.0,,nan,Cameroon,Cameroon
29237,Stefan,Babovic,Stefan Babovic,1987-01-07,Midfield,left,180.0,,nan,Jugoslawien (SFR),Serbia
29241,nan,Thiago Silva,Thiago Silva,1984-09-22,Defender,right,181.0,2026-06-30,Paulo Tonietto,Brazil,Brazil
29246,Yuriy,Zhevnov,Yuriy Zhevnov,1981-04-17,Goalkeeper,right,183.0,,nan,UdSSR,Belarus
29258,Edgar,Manucharyan,Edgar Manucharyan,1987-01-19,Attack,left,177.0,,nan,UdSSR,Armenia
29260,Giorgio,Chiellini,Giorgio Chiellini,1984-08-14,Defender,left,187.0,2023-12-31,Reset Group Srl,Italy,Italy
29262,nan,Ivan,Ivan,1982-01-18,Defender,left,176.0,,nan,Brazil,Brazil
29280,Jérémy,Blayac,Jérémy Blayac,1983-06-13,Attack,right,187.0,,nan,France,France
29311,Mounir,Obbadi,Mounir Obbadi,1983-04-04,Midfield,right,175.0,,Ben Kouider Group,France,Morocco
29316,Cyril,Théréau,Cyril Théréau,1983-04-24,Attack,right,189.0,,nan,France,France
29322,Sigourney,Bandjar,Sigourney Bandjar,1984-08-18,Defender,right,176.0,,nan,Suriname,Netherlands
29324,Robert,Braber,Robert Braber,1982-11-09,Midfield,right,193.0,,nan,Netherlands,Netherlands
29351,Bocundji,Ca,Bocundji Ca,1986-12-28,Midfield,right,172.0,,nan,Guinea-Bissau,Guinea-Bissau
29354,Ivan,Sproule,Ivan Sproule,1981-02-18,Attack,right,173.0,,nan,Northern Ireland,Northern Ireland
29356,Dwight,Tiendalli,Dwight Tiendalli,1985-10-21,Defender,right,176.0,,nan,Suriname,Netherlands
29364,João,Moutinho,João Moutinho,1986-09-08,Midfield,right,170.0,2025-06-30,Gestifute,Portugal,Portugal
29366,nan,Edinho,Edinho,1982-07-07,Attack,right,182.0,2023-06-30,nan,Portugal,Portugal
29377,nan,Ibson,Ibson,1983-11-07,Midfield,right,178.0,,Brazil Soccer,Brazil,Brazil
29386,Fevzi,Elmas,Fevzi Elmas,1983-06-09,Goalkeeper,right,182.0,,nan,Turkey,Turkey
29387,Hasan,Kabze,Hasan Kabze,1982-05-26,Attack,right,185.0,,nan,Turkey,Turkey
29390,Elmar,Bjarnason,Elmar Bjarnason,1987-03-04,Midfield,right,183.0,2023-10-16,Abdul Samet Süner,Iceland,Iceland
29391,Michael,McGovern,Michael McGovern,1984-07-12,Goalkeeper,right,190.0,,World in Motion,Northern Ireland,Northern Ireland
29392,Kjartan,Finnbogason,Kjartan Finnbogason,1986-07-09,Attack,right,188.0,2023-10-16,Olafur Gardarsson,Iceland,Iceland
29401,Sami,Khedira,Sami Khedira,1987-04-04,Midfield,right,189.0,,NGM SPORTS,Germany,Germany
29411,Ergün,Teber,Ergün Teber,1985-09-01,Defender,left,181.0,,nan,Turkey,Turkey
29412,Köksal,Yedek,Köksal Yedek,1985-01-17,Midfield,both,180.0,,nan,Turkey,Turkey
29414,Gary,Harkins,Gary Harkins,1985-01-02,Midfield,right,188.0,,nan,Scotland,Scotland
29424,nan,Paulinho,Paulinho,1986-01-10,Attack,right,176.0,,nan,Brazil,Brazil
29434,Yohan,Cabaye,Yohan Cabaye,1986-01-14,Midfield,right,173.0,,nan,France,France
29456,Rasmus,Lindgren,Rasmus Lindgren,1984-11-29,Defender,right,180.0,,nan,Sweden,Sweden
29494,Hakan,Balta,Hakan Balta,1983-03-23,Defender,left,184.0,,Foot & Ball,Germany,Turkey
29544,Gunther,Vanaudenaerde,Gunther Vanaudenaerde,1984-01-23,Defender,right,179.0,,nan,Belgium,Belgium
29559,Guillermo,Ochoa,Guillermo Ochoa,1985-07-13,Goalkeeper,right,185.0,2025-06-30,Promanage,Mexico,Mexico
